topic,weibo_content,weibo_id
金融无关,【研究显示美国成年人平均每天花费6小时观看视频】财联社8月1日讯，根据尼尔森最新的调查报告显示，美国成年人平均每天要花接近6小时的时间观看视频，这包括了直播、电视、应用或移动网站上的在线视频以及在智能手机或平板电脑上观看。另外还包括了DVD播放器、游戏机以及Roku这样的机顶盒设备，最后也包括了PC平台。（腾讯）,4268111575806910
市场行为-股票,【一文不值！中信保诚基金对ST长生按0元估值】财联社8月1日讯，中信保诚基金发布公告，为维护基金份额持有人利益，7月31日起对旗下基金持有的“ST长生”按照每股0.00元进行估值。事实上，这已是中信保诚基金第三次调低ST长生估值。7月25日，中信保诚基金将“长生生物”股价按照7.71元进行估值，比前一日收盘价调低34.38%，相当于给出4个跌停。7月中旬，*ST华泽被银华基金、申万菱信、中信保诚、工银瑞信等多家基金公司按照0元进行估值。,4268110838578090
微观经济-企业与房地产,【个人购房3年限售！深圳楼市打响个人限卖第一枪】记者还注意到，与上海此前的政策对比，深圳对企业购房所采取的限制手段是“暂停”，而上海的方式则是开出非常严格的资格要求，比如成立满5年、累计在上海纳税100万元等。,4268109596383490
金融无关,如果你相信自己，再加上一点运气，那你的梦想就都能实现。加油八月！早安~,4268108401309960
市场行为-期货衍生品,【标普和道指创半年最大单月涨幅】财联社8月1日讯，标普500指数收涨0.49%报2816.29点，7月份累涨3.6%，创1月份以来最大单月涨幅。道指收涨0.43%报25415.19点，7月份累涨4.7%，也创1月份以来最大单月涨幅。纳指收涨0.55%报7671.79点，7月份累涨2.2%。科技股企稳。奈飞收涨0.7%、Facebook收涨0.9%。,4268108132658560
市场行为-股票,【苹果第三财季盈利营收均超预期 股价盘后涨超3%】财联社8月1日讯，苹果公司今日盘后公布第三季度财报。苹果第三财季EPS盈利2.34美元，市场预期2.18美元。第三财季营收532.7亿美元，市场预期524亿美元，去年同期454.1亿美元。苹果第三财季大中华区营收95.5亿元人民币，2017年同期80.0亿元人民币。第三财季财报结构受到iPhone、服务和可穿戴设备销售持续强劲的推动。第三财季服务营收95.5亿美元，2017年同期72.2亿美元。预计第四财季营收600-620亿美元，市场预期593.7亿美元。预计第四财季毛利润率38%-38.5%。,4268105834252500
市场行为-股票,【现阶段或再次推迟CDR发行，最大的顾虑究竟是什么？】（来自一点资讯）,4268104915537020
市场行为-股票,【六张图速读A股7月行情：一股负面缠身仍能月涨90%】回顾7月，哪些行业概念强势？哪些牛股雄踞榜首？又有哪些雷股需要避开？6张图为你解析。,4268104244769670
市场监管,发表了博文《一视同仁处罚外籍人士监管还应做点什么》,4268102617309760
宏观经济-外汇与外贸,【保证满足市场需求 国储棉竞价销售延期至九月底】”老张表示，如果没有国储棉竞价销售的延期，估计国内棉花价格会很快走高，国内棉花及其产品的价格与国际市场相关产品的价格差会越来越大，届时进口棉纱等又将大量涌入国内市场，此时国内的纺织企业肯定会“倒霉”，现在国...,4268102239956090
市场行为-股票,#重要公告集锦#【8月1日】方盛制药（603998）公告：公司全资子公司海南博大药业有限公司因存在部分检验设备、生产设备陈旧，达不到现行GMP管理的相关要求，其胶囊剂GMP证书被海南省食品药品监督管理局收回；本次收回GMP证书暂不存在要求海南博大召回已销售的相关产品的情形。若年内海南博大无法完成整改重新获得GMP证书，则对其2018年度经营业绩将产生较大影响。,4268102146871980
微观经济-企业与房地产,【中央政治局定调下半年！透露八大信号，对楼市调控有重大表述变化】#坚定去杠杆##坚决遏制房价上涨#面对更加复杂多变的外部环境，下半年中国经济如何延续稳中向好态势？服务实体经济的同时，如何防范金融风险？如何推动房地产市场健康发展？中共中央政治局7月31日召开会议，分析研究当前经济形势，部署下半年经济工作，释放出推进经济高质量发展的重磅信号。,4268101291301190
金融无关,【中国军人，谢谢你们的守护[心]】无论雪域高原还是万里边疆，无论和平年代还是硝烟战场，无论地震救援还是抗洪抢险…是他们，一直守护万家灯火，守护着我们的平安与祥和。今天，中国人民解放军建军91周年。#同心共筑强军梦#致敬，中国军人！,4268101065938680
金融无关,【手机总收到骚扰电话和垃圾短信？扩散这些屏蔽措施！】7月起，工信部、最高法等13个部门将开展为期一年半的联合整治骚扰电话专项行动。“嫌去澳门太麻烦，在家上网就能玩”，“银行贷款有需要的吗”……对于许多手机用户来说，类似的垃圾信息和骚扰电话一定不陌生。如何有效屏蔽？戳图↓↓ 存！,4268100846870580
市场行为-期货衍生品,"【今年七月全国期货市场成交量与成交额双双下滑】1-7月郑州商品交易所累计成交量为418,764,316手，累计成交额为216,663.7月末中国金融期货交易所持仓总量为204,584手，较上月末增长2.1-7月中国金融期货交易所累计成交量为13,753,637手，累计成交额为137,949.19亿元，同比分...",4268084426393970
金融无关,#CCTV2回家吃饭#【无凉菜，不夏天！8道凉拌菜，专治没胃口！】天气这么热，吃点凉拌菜更开胃！柠檬鸡丝、凉拌皮蛋、凉拌金针菇......8道凉拌菜↓↓吃货们，速度收藏！[馋嘴],4268006479338650
银行保险业-银行保险,【科普一下丨连教授和精算师都买错，保险套路有多深？锁定这些关键词，识破套路难不倒！】保险套路在多方利益捆绑之下，深之又深。不少人都有选错保险的经历，其中不乏教授、精算师等业内人士。本文结合采访并反复对比不同保险产品之间的差别，试图撩开“化了妆”的保险。详情：,4267999789536220
金融无关,【一组图看清各地最新经济现状（附排行榜）】21数据新闻实验室统计发现，16地进入“万亿俱乐部” ，广东再夺第一，TOP5已35个季度未变；贵州已连续30个季度增速居前三，吉林增速今年上半年垫底。详戳：,4267995192409060
市场监管,#探访长江经济带#【重拳！严查非法采砂：无证采砂是犯罪 违规船只将被拆解】多年来，长江干支流的非法采砂一直屡禁不绝，给船舶航行安全、沿江堤坝安全带来严重影响，2016年底，非法采砂正式入刑。如今，在长江干流沿岸的很多地方，针对非法采砂的打击力度越来越大，主管部门将非法采砂船押解到特定水域进行拆解，更好地打击非法采砂行为。（央视财经 记者：张伟杰 布日德）,4267990775893190
市场行为-基金,【净值从1元涨到6.56元只用了1个交易日，这只基金怎么做到的？】一只公募债券基金净值从1元涨到6.56元，仅仅只用了1个交易日的时间。也就是说，如果你持有这只基金，仅一天的时间便实现了5倍的财富增长。据记者了解，这只基金之所以会出现上述情况，主要是因为这是一只机构定制基金，而随着机构的撤离，才出现净值大涨的情形。,4267981401878280
市场行为-股票,【31日公告精选丨*ST宁通B获准恢复上市】方盛制药：子公司胶囊剂GMP证书被海南食药监局收回；千山药机：实控人之一彭勋德再遭强制平仓；海利得：万向创投近期减持1989万股 持股比例降至5%以下；兴齐眼药：股东桐实投资拟减持不超6%股份，更多：,4267981032976310
金融无关,7月的最后一天了，送给大家一张图[允悲],4267979988529310
市场行为-股票,从美股退市六天拟回A股 中概股晶澳借壳天业通联-------都是想回傻A套现。,4267979313439960
金融无关,【久坐族必备！10种拉伸法，缓解肩颈僵硬】成天不是玩手机，就是对着电脑？缓解肩颈僵硬的10种拉伸方式，一学就会！空余时间做一套，颈椎病绕道走[鼓掌]@人人视频,4267975810687700
微观经济-企业与房地产,【500万人新福利：以后广州租房不用中介费，可用公积金直接交房租！】买房、租房的网站有很多，此次公积金房产信息发布平台有什么不同呢？请戳了解→,4267975349160360
金融无关,一定要与时俱进！晚安诸神……,4267974833722790
